id,subject,name,units,term,description
CalPoly_AGB 310,Agribusiness,Agribusiness Credit and Finance,4 units,"['Fall', 'Winter', 'Spring']",Financing California 's agricultural industry. Sources of credit and types of loans used by agribusinesses. Costs of credit. Financial analysis of agricultural borrowers. Future and present value techniques used in evaluating agricultural investments. Agricultural financial management. Financial capital markets and leasing. Not open to Agricultural Business majors. Not open to students with credit in AGB308.
CalPoly_AGB 311,Agribusiness,Intermediate Agribusiness Finance,4 units,"['Winter', 'Spring']","Financial tools applied to the agribusiness industry, focusing on unique risks in agriculture. Risk and return in the production and processing sectors, working capital management, cash flows and financial statement forecasting for agribusiness firms, using spreadsheet analysis."
CalPoly_AGB 312,Agribusiness,Agricultural Policy,4 units,"['Fall', 'Winter', 'Spring']","Agricultural policy objectives and formulation, resource allocation and production adjustments. Survey of State and Federal agricultural policies as they influence the planning and practices of agribusiness."
CalPoly_AGB 313,Agribusiness,Agriculture Economic Analysis,4 units,"['Fall', 'Winter', 'Spring']","Advanced agricultural microeconomics with emphasis on mathematical problem solving ; production and cost functions, single and multiple input allocation, agricultural output combinations, agricultural market structures, and economies of size."
CalPoly_AGB 314,Agribusiness,Fair and Fair Facility Management,4 units,['Spring'],"Fundamentals of the year round operation of a fair facility to include rental opportunities, master planning, and maintenance. Principles and procedures in planning, organizing, operating, and evaluating a fair. One day field trip required."
CalPoly_AGB 318,Agribusiness,Global Agricultural Marketing and Trade,4 units,"['Fall', 'Spring']","Analysis of international marketing opportunities for agricultural products. Strategies for enhancing the performance of U.S. agricultural exports/ imports. Impact of government trade policies and regulations, distribution systems, and the changing consumer."
CalPoly_AGB 322,Agribusiness,Principles of Agribusiness Management,4 units,['tbd'],Organization and operation of agribusinesses. Identification of factors affecting profitability. Evaluation of the business for increased efficiency and profit. Application of budgeting to representative firms and independent analysis of an agribusiness.
CalPoly_AGB 323,Agribusiness,Agribusiness Managerial Accounting,4 units,"['Fall', 'Winter', 'Spring']","Agribusiness management with an emphasis on using accounting procedures that will provide useful information in making management decisions, setting objectives, and controlling operations."
CalPoly_AGB 324,Agribusiness,Agricultural Property Management and Sales,4 units,['tbd'],"Economic, legal and real estate principles in the investment, development, mortgaging and transferring of agricultural real estate."
CalPoly_AGB 326,Agribusiness,Rural Property Appraisal,4 units,"['Fall', 'Winter']","Methods of rural appraisal, including farms, ranches and other rural properties, use of county records, appraisal practice on different types of rural properties, discussions with professional appraisers."
CalPoly_AGB 327,Agribusiness,Agribusiness Data Analysis,4 units,"['Fall', 'Winter', 'Spring']","Methods in agricultural business data analysis, including multiple regression analysis, analysis of variance, and time series analysis. Applications include agricultural price forecasting and estimation of the determinants of food and fiber demand."
CalPoly_AGB 328,Agribusiness,Decision Tools for Agribusiness,4 units,"['Fall', 'Winter', 'Spring']","Development of agribusiness modeling techniques that are applied to solving a diverse and unique set of resource allocation issues encountered throughout the agricultural and food retail sectors. Techniques include linear programming, decision analysis, and computer simulations."
CalPoly_AGB 331,Agribusiness,Farm Accounting,4 units,['tbd'],"Application of commercial accounting process to farm and ranch accounting problems. Emphasis on accounting systems that facilitate financial statement presentation, tax preparation and ADP enterprise analysis. Income tax laws pertaining to agriculture."
CalPoly_AGB 339,Agribusiness,Internship in Agribusiness,1-12 units,['cr/nc'],Selected students will spend up to 12 weeks with an approved agricultural firm engaged in production or related agribusiness. Time will be spent applying and developing agribusiness functional and managerial skills and abilities. One unit of credit may be allowed for each full week of completed and reported internship. Degree credit limited to 6 units. Credit / No Credit grading only.
CalPoly_AGB 369,Agribusiness,Agricultural Personnel Management,4 units,"['Fall', 'Winter', 'Spring']","Standard topics of California agricultural personnel management : recruitment ; appraisal and performance evaluation ; compensation ; training and development ; discipline ; safety and health ; labor relations ; and immigration policy. Systemic approach to aspects of managing human capital, and how to implement human resource policies. Not open to students with credit"
CalPoly_AGB 370,Agribusiness,World Food Economy,4 units,['tbd'],"International agricultural production, economics, and distribution. Comparative and competitive advantage in world agriculture. Food security issues and regional analysis of agriculture policies. The future of agriculture from a global perspective."
CalPoly_AGB 400,Agribusiness,Special Problems,1-2 units,['tbd'],"Individual investigation, research, studies, or surveys of selected problems. Total credit limited to 4 units, with a maximum of 2 units per quarter."
CalPoly_AGB 404,Agribusiness,Food Retail Management,4 units,"['Fall', 'Spring']","Uses and techniques in management of perishable and non - perishable food commodities at the retail level. Issues in traditional versus new models of retain with emphasis on the marketing mix. Introduction to vendor, category and shelf management."
CalPoly_AGB 405,Agribusiness,Agribusiness Marketing Research Methods,4 units,['Fall'],"Agricultural marketing research data collection and analysis. Emphasis on food sector market segmentation, product positioning, new product testing, sales forecasting, and marketing plan development through secondary and primary data sources. Experimental research design and implementation."
CalPoly_AGB 406,Agribusiness,Agribusiness Marketing Planning,4 units,"['Fall', 'Spring']","Development of agribusiness marketing plans in self - managed teams. Emphasis on developing presentation skills. Integration of marketing mix, particularly promotional elements in developing agribusiness marketing strategy emphasized."
CalPoly_AGB 410,Agribusiness,Agricultural Lending,4 units,"['Winter', 'Spring']","Structure and performance of the agricultural lending industry. Advanced agricultural loan analysis and risk assessment. Agricultural loan documentation, securitization of farm loans, and farm bankruptcy. Exploration of interest rate impacts on agricultural lending."
